brand,model,type,year,transmisi, avg_2nd_price , new_price ,residu,depresiasi_residu,estimasi_1,depresiasi,estimasi_2,estimasi_3,avg_estimasi,estimator,correction,output
Suzuki,APV,Luxury R17,2012,Manual,92000000,172100000,17229432.68,15487056.73,48203546.14,17210000,34420000,38884898.58,40502814.91,76550844.47,89974068.83,76550844.47
Hyundai,Creta,Active,2022,Manual,219000000,279000000,27931503.3,25106849.67,203679451,27900000,195300000,180792000,193257150.3,211277145.1,214177403,211277145.1
Toyota,Kijang Innova,E,2014,Manual,217000000,225800000,22605496.22,20319450.38,63244396.97,22580000,45160000,62985273.42,57129890.13,169038967,212221445,169038967
Suzuki,Ertiga,Dreza,2017,Automatic,145000000,237500000,23776817.32,21372318.27,66521453.86,23750000,47500000,90876411,68299288.29,121989786.5,141806956.3,121989786.5
Suzuki,Karimun,Estilo,2012,Manual,68000000,132500000,13264961.24,11923503.88,37111968.99,13250000,26500000,29937530.87,31183166.62,56954949.99,66502572.61,56954949.99
Nissan,Juke,RX Red Edition,2015,Automatic,142000000,285700000,28602259.83,25709774.02,80021807.86,28570000,57140000,88548826.97,75236878.28,121971063.5,138873019.3,121971063.5
Mazda,3,SKYACTIV-G,2025,Automatic,500000000,562200000,56283480.83,50591651.92,562200000,56220000,562200000,449760000,524720000,507416000,488989504.5,488989504.5
Volvo,XC40,Recharge PHEV,2024,Automatic,599000000,1150000000,115129852.3,103487014.8,1046512985,115000000,1035000000,920000000,1000504328,719451298.5,585809426.4,585809426.4
Mercedes-Benz,C200,Avantgarde,2019,Automatic,425000000,845000000,84595413.21,76040458.68,388757247.9,84500000,338000000,399171240,375309496,410092848.8,415641078.8,410092848.8
Mitsubishi,Xpander Cross,Elite Limited Edition,2024,Automatic,295000000,362650000,36305948.64,32634405.14,330015594.9,36265000,326385000,290120000,315506865,301152059.5,288503807.7,288503807.7
Nissan,Elgrand,Highway Star,2012,Automatic,198000000,880000000,88099365.23,79190063.48,246479492.2,88000000,176000000,198830393.7,207103295.3,200730988.6,193639843.8,193639843.8
Toyota,Vios,G,2015,Automatic,125000000,289800000,29012722.78,26078727.72,81170178.22,28980000,57960000,89819566.17,76316581.46,110394974.4,122247376.1,110394974.4
Nissan,Livina,X-Gear,2014,Automatic,100000000,208550000,20878548.43,18767145.16,58412838.75,20855000,41710000,58173510.95,52765449.9,85829634.97,97797900.9,85829634.97
Suzuki,Carry,Pick Up Flat Deck,2020,Manual,100000000,141600000,14175988.77,12742401.12,77887994.38,14160000,70800000,74323008,74337000.79,92301100.24,97797900.9,92301100.24
Toyota,Fortuner,G 4X2,2021,Automatic,355000000,509900000,51047575.38,45885242.46,326359030.2,50990000,305940000,297373680,309890903.4,341467271,347182548.2,341467271
Honda,Brio,Satya S,2016,Manual,99000000,129600000,12974633.79,11662536.62,36299707.03,12960000,25920000,44630840.33,35616849.12,79985054.74,96819921.89,79985054.74
Daihatsu,Xenia,R ADS,2022,Automatic,180000000,257500000,25779075.62,23172092.44,187983722.7,25750000,180250000,166860000,178364574.2,179509372.3,176036221.6,179509372.3
Toyota,Kijang Innova,V,2011,Automatic,121000000,293750000,29408168.79,26434183.12,82276535.03,29375000,58750000,59733846.97,66920127.33,104776038.2,118335460.1,104776038.2
Mercedes-Benz,C200,Avantgarde CGI,2014,Automatic,155000000,699000000,69978927.61,62902107.24,195783142.1,69900000,139800000,194980983.7,176854708.6,161556412.6,151586746.4,151586746.4
Porsche,Cayenne,E-Hybrid Coupe,2023,Automatic,2765000000,3000000000,300338745.1,269966125.5,2460067749,300000000,2400000000,2160000000,2340022583,2637506775,2704111960,2637506775
Toyota,Fortuner,G 4X2,2010,Automatic,205000000,405500000,40595787.05,36490421.3,113576629.6,40550000,81100000,74212314.72,89629648.12,170388894.4,200485696.8,170388894.4
Mitsubishi,Colt L300,Cab Chassis,2023,Manual,177500000,220750000,22099925.99,19865007.4,181019985.2,22075000,176600000,158940000,172186661.7,175905998.5,173591274.1,175905998.5
Land Rover,Range Rover Velar,P380 R-Dynamic SE,2018,Automatic,1300000000,2300000000,230259704.6,206974029.5,851181793.2,230000000,690000000,977851440,839677744.4,1161903323,1271372712,1161903323
Daihatsu,Terios,R Adventure,2017,Automatic,147000000,252000000,25228454.59,22677154.54,70582763.67,25200000,50400000,96424655.04,72469139.57,124640741.9,143762914.3,124640741.9
Daihatsu,Xenia,R Sporty,2014,Manual,113000000,187850000,18806211.09,16904378.89,52614968.87,18785000,37570000,52399395.98,47528121.62,93358436.49,110511628,93358436.49
Suzuki,Splash,GL,2012,Manual,79000000,145000000,14516372.68,13048362.73,40613098.14,14500000,29000000,32761826.23,34124974.79,65537492.44,77260341.71,65537492.44
KIA,Picanto,Platinum,2014,Automatic,93000000,157000000,15717727.66,14128227.23,43974182.13,15700000,31400000,43794012.08,39722731.4,77016819.42,90952047.84,77016819.42
Toyota,Yaris,G,2014,Automatic,142000000,234800000,23506512.45,21129348.75,65765209.96,23480000,46960000,65495758.19,59406989.38,117222096.8,138873019.3,117222096.8
Hyundai,IONIQ,Signature,2021,Automatic,295000000,668000000,66875427.25,60112457.28,427550170.9,66800000,400800000,389577600,405975923.6,328292777.1,288503807.7,288503807.7
Toyota,NAV1,G,2013,Automatic,120800000,383000000,38343246.46,34465675.35,107274597.2,38300000,76600000,96151566.64,93342054.6,112562616.4,118139864.3,112562616.4
Daihatsu,Taruna,CSX,2004,Manual,79000000,102500000,10261573.79,9223842.621,28709259.03,10250000,20500000,9969285.676,19726181.57,61217854.47,77260341.71,61217854.47
MG,HS,Ignite,2023,Automatic,239000000,499800000,50036434.94,44976356.51,409847287,49980000,399840000,359856000,389847762.3,284254328.7,233736983.2,233736983.2
Toyota,Avanza,E,2020,Manual,160000000,191100000,19131578.06,17196842.19,105115789,19110000,95550000,100304568,100323452.3,142097035.7,156476641.4,142097035.7
Daihatsu,Sigra,R Deluxe,2022,Manual,113000000,161400000,16158224.49,14524177.55,117827467.3,16140000,112980000,104587200,111798222.4,112639466.7,110511628,112639466.7
Daihatsu,Xenia,R ADS,2021,Automatic,175000000,242700000,24297404.48,21840259.55,155338961.8,24270000,145620000,141542640,147500533.9,166750160.2,171146326.6,166750160.2
Suzuki,Swift,ST,2010,Manual,90000000,167500000,16768913.27,15073108.67,46915130.62,16750000,33500000,30654901.89,37023344.17,74107003.25,88018110.81,74107003.25
Tesla,Model 3,Standard Range,2020,Automatic,500000000,1500000000,150169372.6,134983062.7,825084686.3,150000000,750000000,787320000,787468228.8,586240468.6,488989504.5,488989504.5
Daihatsu,Sirion,D Sport,2016,Automatic,89000000,168325000,16851506.42,15147349.36,47146205.14,16832500,33665000,57966714.5,46259306.55,76177791.96,87040131.8,76177791.96
Chery,Tiggo 5x,Champion,2024,Automatic,200000000,269000000,26930374.15,24206962.59,244793037.4,26900000,242100000,215200000,234031012.5,210209303.7,195595801.8,195595801.8
Nissan,Terra,4x4 VL,2018,Automatic,305000000,545000000,54561538.7,49043846.13,201693077.1,54500000,163500000,231708276,198967117.7,273190135.3,298283597.7,273190135.3
Toyota,Fortuner,G,2012,Automatic,250000000,450500000,45100868.23,40539913.18,126180694.6,45050000,90100000,101787604.9,106022766.5,206806830,244494752.3,206806830
Toyota,Fortuner,G 4X2,2022,Automatic,385000000,527900000,52849607.85,47505039.22,385384882.4,52790000,369530000,342079200,365664694.1,379199408.2,376521918.5,379199408.2
Mazda,2,R,2012,Automatic,105000000,219000000,21924728.39,19707527.16,61339782.71,21900000,43800000,49481654.79,51540479.17,88962143.75,102687795.9,88962143.75
Mazda,2,R,2012,Manual,88000000,209000000,20923599.24,18807640.08,58538879.39,20900000,41800000,47222218.5,49187032.63,76356109.79,86062152.79,76356109.79
BMW,X3,xDrive20i,2014,Automatic,279000000,848000000,84895751.95,76310424.8,237516601.6,84800000,169600000,236543453.8,214553351.8,259666005.5,272856143.5,259666005.5
Toyota,Rush,G,2024,Manual,225000000,284400000,28472113.04,25592788.7,258807211.3,28440000,255960000,227520000,247429070.4,231728721.1,220045277,220045277
KIA,Sorento,(Diesel),2014,Automatic,210000000,480000000,48054199.22,43194580.08,134443359.4,48000000,96000000,133892521,121445293.5,183433588,205375591.9,183433588
Nissan,March,XS,2012,Automatic,97000000,161800000,16198269.65,14560173.03,45318615.72,16180000,32360000,36557679.2,38078764.97,79323629.49,94863963.87,79323629.49
Mazda,CX-9,AWD,2020,Automatic,470000000,898800000,89981488.04,80881851.2,494390744,89880000,449400000,471762144,471850962.7,470555288.8,459650134.2,459650134.2
Toyota,C-HR,Hybrid (1 Tone),2020,Automatic,275000000,546290000,54690684.36,49159931.56,300490342.2,54629000,273145000,286736695.2,286790679.1,278537203.7,268944227.5,268944227.5
Ford,Ranger,XLT-D Double Cab 4X4,2012,Manual,265000000,329000000,32937149.05,29606285.1,92149719.24,32900000,65800000,74335454,77428391.08,208728517.3,259164437.4,208728517.3
Toyota,Kijang Innova,V,2020,Manual,369000000,386350000,38678624.73,34767137.53,212514312.4,38635000,193175000,202787388,202825566.8,319147670,360874254.3,319147670
Daihatsu,Xenia,X,2020,Manual,133000000,196450000,19667182.16,17678281.78,108058591.1,19645000,98225000,103112676,103132089,124039626.7,130071208.2,124039626.7
BMW,320i,GT,2014,Automatic,280000000,798000000,79890106.2,71810989.38,223512085,79800000,159600000,222596316.2,201902800.4,256570840.1,273834122.5,256570840.1
Mercedes-Benz,GLE400,Exclusive Line,2017,Automatic,399000000,1209000000,121036514.3,108796348.6,338629211.4,120900000,241800000,462608761.7,347679324.4,383603797.3,390213624.6,383603797.3
Honda,Jazz,RS,2013,Manual,155000000,229000000,22925857.54,20607414.25,64140686.04,22900000,45800000,57490101.2,55810262.41,125243078.7,151586746.4,125243078.7
Honda,Mobilio,S,2017,Manual,95000000,189500000,18971397.4,17052860.26,53077117.92,18950000,37900000,72509810.04,54495642.65,82848692.8,92908005.86,82848692.8
Mercedes-Benz,AMG GLE53,AMG 4MATIC+,2020,Automatic,1810000000,2275000000,227756881.7,204724311.8,1251378441,227500000,1137500000,1194102000,1194326814,1625298044,1770142006,1625298044
Chevrolet,Colorado,High Country Double Cab 4X4,2019,Automatic,383000000,533500000,53410240.17,48008975.98,245446144.1,53350000,213400000,252021132,236955758.7,339186727.6,374565960.4,339186727.6
Honda,BR-V,Prestige N7X Edition,2024,Automatic,248850000,363400000,36381033.33,32701896.67,330698103.3,36340000,327060000,290720000,316159367.8,269042810.3,243370076.4,243370076.4
Daihatsu,Terios,R,2015,Manual,129000000,227800000,22805722.05,20499427.8,63804577.64,22780000,45560000,70603509.92,59989362.52,108296808.8,126159292.2,108296808.8
MINI,Cooper,S 3 Door,2022,Automatic,699000000,865000000,86597671.51,77840232.85,631479301.5,86500000,605500000,560520000,599166433.8,669049930.1,683607327.3,669049930.1
Chevrolet,Colorado,High Country Double Cab 4X4,2020,Automatic,375000000,549500000,55012046.81,49448795.32,302256023.4,54950000,274750000,288421560,288475861.1,349042758.3,366742128.4,349042758.3
Daihatsu,Terios,R Adventure,2016,Automatic,162000000,247000000,24727890.01,22227211,69182312.01,24700000,49400000,85060320.7,67880877.57,133764263.3,158432599.5,133764263.3
BMW,X5,xDrive35i Executive,2013,Automatic,190000000,1388000000,138956726.1,124904327.4,388765380.9,138800000,277600000,348455285.9,338273555.6,234482066.7,185816011.7,185816011.7
Suzuki,Ertiga,Sport FF,2022,Automatic,220000000,281300000,28161763,25313823.7,205358528.9,28130000,196910000,182282400,194850309.6,212455092.9,215155382,212455092.9
Suzuki,APV,GE,2017,Manual,85000000,143500000,14366203.31,12913379.67,40192962.65,14350000,28700000,54908484.12,41267148.92,71880144.68,83128215.77,71880144.68
Mitsubishi,Triton,HDX Double Cab 4X4,2019,Manual,307000000,389000000,38943923.95,35005607.6,178966354.4,38900000,155600000,183760488,172775614.1,266732684.2,300239555.8,266732684.2
BMW,M3,Competition Touring M xDrive,2023,Automatic,2199000000,2757000000,276011306.8,248098869.3,2260802261,275700000,2205600000,1985040000,2150480754,2184444226,2150575841,2184444226
Mitsubishi,Xpander,Rockford Fosgate Black Edition,2022,Automatic,220000000,308370000,30871819.61,27749818.04,225120545.9,30837000,215859000,199823760,213601102,218080330.6,215155382,218080330.6
Hyundai,Tucson,GLS,2020,Automatic,220000000,464000000,46452392.58,41754760.74,255226196.3,46400000,232000000,243544320,243590172.1,227077051.6,215155382,215155382
Honda,Civic,S,2019,Automatic,310000000,466000000,46652618.41,41934738.16,214391571,46600000,186400000,220134672,206975414.3,279092624.3,303173492.8,279092624.3
Lexus,RX 200t,Luxury,2018,Automatic,560000000,1310000000,131147918.7,117885208.1,484803543.1,131000000,393000000,556950168,478251237,535475371.1,547668245,535475371.1
Nissan,Grand Livina,X-Gear,2018,Automatic,118000000,245800000,24607754.52,22119224.55,90965428.16,24580000,73740000,104502558.2,89735995.47,109520798.6,115401523.1,109520798.6
Daihatsu,Sirion,Special Edition,2017,Automatic,102000000,180825000,18102917.86,16272208.21,50647334.29,18082500,36165000,69190429.55,52000921.28,87000276.38,99753858.92,87000276.38
Mitsubishi,Triton,Exceed Double Cab 4X4,2019,Manual,305000000,453000000,45351150.51,40764884.95,208410690.3,45300000,181200000,213993576,201201422.1,273860426.6,298283597.7,273860426.6
Toyota,Yaris,TRD Sportivo,2012,Automatic,133000000,228400000,22865789.79,20553421.02,63972631.84,22840000,45680000,51605524.91,53752718.91,109225815.7,130071208.2,109225815.7
Hyundai,H-1,XG,2020,Automatic,345000000,523500000,52409111.02,47109088.9,287954555.5,52350000,261750000,274774680,274826411.8,323947923.6,337402758.1,323947923.6
MINI,Cooper,5 Door,2015,Automatic,335000000,589000000,58966506.96,53003349.3,164973205.6,58900000,117800000,182552534.4,155108580,281032574,327622968,281032574
BMW,Z4,M40i,2024,Automatic,1495000000,2137000000,213941299.4,192305870.1,1944694130,213700000,1923300000,1709600000,1859198043,1604259413,1462078618,1462078618
BMW,X7,xDrive40i,2019,Automatic,1095000000,2399000000,240170883.2,215882911.7,1103702530,239900000,959600000,1133268408,1065523646,1086157094,1070887015,1086157094
MINI,Cooper,S 5 Door,2023,Automatic,695000000,995000000,99612350.46,89538764.95,815922470.1,99500000,796000000,716400000,776107490,719332247,679695411.3,679695411.3
Daihatsu,Ayla,R ADS,2023,Manual,133000000,169900000,17009184.27,15289081.57,139321836.9,16990000,135920000,122328000,132523279,132856983.7,130071208.2,132856983.7
Toyota,Fortuner,V 4X4,2015,Automatic,259000000,528800000,52939709.47,47586029.05,148111767.6,52880000,105760000,163894363.7,139255377.1,223076613.1,253296563.3,223076613.1
Daihatsu,Gran Max,PU STD,2015,Manual,75000000,103575000,10369195.18,9320580.482,29010356.14,10357500,20715000,32101661.72,27275672.62,60682701.79,73348425.68,60682701.79
Nissan,Grand Livina,XV Highway Star Autech,2012,Automatic,76000000,224700000,22495372.01,20220462.8,62936297.61,22470000,44940000,50769533.48,52881943.7,69064583.11,74326404.68,69064583.11
Suzuki,Carry,Luxury Flat Deck PS,2021,Manual,106000000,169100000,16929093.93,15217090.61,108231637.6,16910000,101460000,98619120,102770252.5,105031075.8,103665775,105031075.8
Mitsubishi,Outlander Sport,PX Limited Edition,2014,Automatic,150000000,347000000,34739181.52,31226081.85,97191345.21,34700000,69400000,96793134.97,87794826.73,131338448,146696851.4,131338448
Daihatsu,Terios,R Deluxe,2020,Manual,200000000,247450000,24772940.83,22267705.92,136111470.4,24745000,123725000,129881556,129906008.8,178971802.6,195595801.8,178971802.6
Daihatsu,Luxio,X,2022,Automatic,179000000,222800000,22305157.47,20049484.25,162651547.2,22280000,155960000,144374400,154328649.1,171598594.7,175058242.6,171598594.7
Honda,City,E,2011,Automatic,110000000,286000000,28632293.7,25736770.63,80105834.96,28600000,57200000,58157890.15,65154575.04,96546372.51,107577691,96546372.51
Hyundai,Tucson,GLS,2019,Automatic,210000000,464000000,46452392.58,41754760.74,213471435.5,46400000,185600000,219189888,206087107.8,208826132.4,205375591.9,208826132.4
Daihatsu,Ayla,R Deluxe,2017,Manual,86000000,139750000,13990779.88,12575922.01,39142623.9,13975000,27950000,53473593.42,40188739.11,72256621.73,84106194.77,72256621.73
Honda,Accord,VTi-L,2019,Automatic,375000000,698000000,69878814.7,62812118.53,321127288.8,69800000,279200000,329729616,310018968.3,355505690.5,366742128.4,355505690.5
Volkswagen,Golf,TSI,2012,Automatic,140000000,295000000,29533309.94,26546669.01,82626647.95,29500000,59000000,66653370.61,69426672.85,118828001.9,136917061.3,118828001.9
Toyota,Avanza,Veloz GR Limited,2021,Manual,195000000,221400000,22164999.39,19923500.06,141705999.8,22140000,132840000,129120480,134555493.3,176866648,190705906.8,176866648
Ford,Ranger,Double Cab Wildtrak 4X4,2014,Automatic,345000000,406800000,40725933.84,36607406.62,113940747.1,40680000,81360000,113473911.5,102924886.2,272377465.9,337402758.1,272377465.9
Toyota,Vellfire,V,2009,Automatic,200000000,1150000000,115129852.3,103487014.8,322103881.8,115000000,230000000,189419841.5,247174574.5,214152372.3,195595801.8,195595801.8
Suzuki,APV,ARENA GX,2014,Manual,95000000,161000000,16118179.32,14488182.07,45094543.46,16100000,32200000,44909783.08,40734775.51,78720432.65,92908005.86,78720432.65
Honda,Mobilio,RS,2018,Manual,150000000,236000000,23626647.95,21237335.21,87338653.56,23600000,70800000,100336060.8,86158238.12,130847471.4,146696851.4,130847471.4
Honda,HR-V,Special Edition JBL Audio,2016,Automatic,205000000,323000000,32336471.56,29066352.84,90469177.25,32300000,64600000,111232727.1,88767301.44,170130190.4,200485696.8,170130190.4
Mercedes-Benz,ML250,CDI,2014,Automatic,299000000,979000000,98010543.82,88098945.62,274208435.1,97900000,195800000,273084954.3,247697796.4,283609338.9,292415723.7,283609338.9
BMW,320i,M Sport,2017,Automatic,370000000,759000000,75985702.51,68301429.75,212588562,75900000,151800000,290421877.7,218270146.6,324481044,361852233.3,324481044
